date,status,temperature,wind,status_day,status_night,temp_day,temp_night,wind_day,wind_night,wind_dir_day,wind_force_day,wind_dir_night,wind_force_night
2016年10月08日,阴 /小雨,20℃ / 18℃,东北风 3-4级 /无持续风向 ≤3级,阴,小雨,20,18,东北风 3-4级,无持续风向 ≤3级,东北风,3-4级,无持续风向,≤3级
2016年10月09日,多云 /阴,20℃ / 16℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,阴,20,16,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年10月10日,阴 /小雨,19℃ / 17℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,小雨,19,17,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年10月11日,小雨 /阴,21℃ / 17℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,阴,21,17,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年10月12日,小雨 /阴,21℃ / 14℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,阴,21,14,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年10月13日,多云 /阴,22℃ / 19℃,东北风 3-4级 /无持续风向 ≤3级,多云,阴,22,19,东北风 3-4级,无持续风向 ≤3级,东北风,3-4级,无持续风向,≤3级
2016年10月14日,中雨 /晴,24℃ / 16℃,无持续风向 ≤3级 /无持续风向 ≤3级,中雨,晴,24,16,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年10月15日,多云 /小雨,23℃ / 17℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,小雨,23,17,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年10月16日,多云 /阴,24℃ / 18℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,阴,24,18,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年10月17日,中雨 /晴,26℃ / 14℃,无持续风向 ≤3级 /无持续风向 ≤3级,中雨,晴,26,14,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年10月18日,小雨 /多云,23℃ / 11℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,23,11,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年10月19日,多云 /多云,25℃ / 15℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,多云,25,15,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年10月20日,晴 /小雨,25℃ / 18℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,小雨,25,18,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年10月21日,多云 /大雨,24℃ / 21℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,大雨,24,21,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年10月22日,阴 /小雨,24℃ / 18℃,无持续风向 ≤3级 /东北风 3-4级,阴,小雨,24,18,无持续风向 ≤3级,东北风 3-4级,无持续风向,≤3级,东北风,3-4级
2016年10月23日,小雨 /小雨,20℃ / 19℃,东北风 3-4级 /无持续风向 ≤3级,小雨,小雨,20,19,东北风 3-4级,无持续风向 ≤3级,东北风,3-4级,无持续风向,≤3级
2016年10月24日,小雨 /小雨,21℃ / 17℃,东北风 3-4级 /无持续风向 ≤3级,小雨,小雨,21,17,东北风 3-4级,无持续风向 ≤3级,东北风,3-4级,无持续风向,≤3级
2016年10月25日,小雨 /多云,22℃ / 16℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,22,16,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年10月26日,小雨 /大雨,20℃ / 16℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,大雨,20,16,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年10月27日,小雨 /阴,18℃ / 18℃,无持续风向 ≤3级 /北风 3-4级,小雨,阴,18,18,无持续风向 ≤3级,北风 3-4级,无持续风向,≤3级,北风,3-4级
2016年10月28日,中雨 /阴,20℃ / 16℃,无持续风向 ≤3级 /无持续风向 ≤3级,中雨,阴,20,16,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年10月29日,大雨 /小雨,18℃ / 12℃,无持续风向 ≤3级 /无持续风向 ≤3级,大雨,小雨,18,12,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年10月30日,中雨 /小雨,16℃ / 14℃,东北风 3-4级 /东北风 3-4级,中雨,小雨,16,14,东北风 3-4级,东北风 3-4级,东北风,3-4级,东北风,3-4级
2016年10月31日,中雨 /阴,18℃ / 13℃,东风 3-4级 /无持续风向 ≤3级,中雨,阴,18,13,东风 3-4级,无持续风向 ≤3级,东风,3-4级,无持续风向,≤3级
2016年11月01日,小雨 /晴,19℃ / 9℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,晴,19,9,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月02日,小雨 /多云,18℃ / 11℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,18,11,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月03日,小雨 /晴,19℃ / 8℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,晴,19,8,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月04日,多云 /晴,20℃ / 7℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,晴,20,7,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月05日,晴 /晴,20℃ / 10℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,20,10,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月06日,小雨 /晴,24℃ / 12℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,晴,24,12,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月07日,多云 /大雨,23℃ / 14℃,无持续风向 ≤3级 /北风 10-11级,多云,大雨,23,14,无持续风向 ≤3级,北风 10-11级,无持续风向,≤3级,北风,10-11级
2016年11月08日,多云 /多云,11℃ / 7℃,东北偏北风 4 /东北偏北风 4,多云,多云,11,7,东北偏北风 4,东北偏北风 4,东北偏北风,4,东北偏北风,4
2016年11月09日,多云 /多云,12℃ / 7℃,东北风 3 /东北风 3,多云,多云,12,7,东北风 3,东北风 3,东北风,3,东北风,3
2016年11月10日,小雨 /晴,16℃ / 7℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,晴,16,7,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月11日,小雨 /晴,17℃ / 5℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,晴,17,5,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月12日,晴 /晴,19℃ / 7℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,19,7,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月13日,晴 /晴,16℃ / 8℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,16,8,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月14日,晴 /小雨,16℃ / 8℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,小雨,16,8,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月15日,晴 /阴,13℃ / 12℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,阴,13,12,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月16日,中雨 /多云,15℃ / 11℃,东风 3-4级 /无持续风向 ≤3级,中雨,多云,15,11,东风 3-4级,无持续风向 ≤3级,东风,3-4级,无持续风向,≤3级
2016年11月17日,多云 /中雨,17℃ / 12℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,中雨,17,12,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月18日,小雨 /小雨,19℃ / 14℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,小雨,19,14,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月19日,中雨 /小雨,18℃ / 14℃,无持续风向 ≤3级 /无持续风向 ≤3级,中雨,小雨,18,14,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月20日,小雨 /小雨,16℃ / 13℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,小雨,16,13,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月21日,中雨 /小雨,15℃ / 13℃,无持续风向 ≤3级 /无持续风向 ≤3级,中雨,小雨,15,13,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月22日,小雨 /小雨,16℃ / 6℃,无持续风向 ≤3级 /北风 3-4级,小雨,小雨,16,6,无持续风向 ≤3级,北风 3-4级,无持续风向,≤3级,北风,3-4级
2016年11月23日,小雨 /小雨,8℃ / 7℃,北风 3-4级 /北风 3-4级,小雨,小雨,8,7,北风 3-4级,北风 3-4级,北风,3-4级,北风,3-4级
2016年11月24日,小雨 /阴,9℃ / 4℃,东北风 3-4级 /无持续风向 ≤3级,小雨,阴,9,4,东北风 3-4级,无持续风向 ≤3级,东北风,3-4级,无持续风向,≤3级
2016年11月25日,小雨 /小雨,9℃ / 5℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,小雨,9,5,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月26日,小雨 /多云,11℃ / 2℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,11,2,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月27日,小雨 /阴,13℃ / 3℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,阴,13,3,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月28日,多云 /阴,10℃ / 6℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,阴,10,6,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月29日,小雨 /小雨,11℃ / 8℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,小雨,11,8,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年11月30日,小雨 /晴,12℃ / 3℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,晴,12,3,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月01日,多云 /晴,12℃ / -2℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,晴,12,-2,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月02日,晴 /多云,12℃ / 0℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,多云,12,0,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月03日,晴 /晴,13℃ / 0℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,13,0,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月04日,晴 /晴,14℃ / 3℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,14,3,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月05日,晴 /晴,17℃ / -3℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,17,-3,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月06日,晴 /晴,11℃ / -1℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,11,-1,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月07日,晴 /阴,12℃ / 1℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,阴,12,1,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月08日,阴 /晴,13℃ / 0℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,晴,13,0,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月09日,晴 /阴,10℃ / 3℃,无持续风向 ≤3级 /北风 3-4级,晴,阴,10,3,无持续风向 ≤3级,北风 3-4级,无持续风向,≤3级,北风,3-4级
2016年12月10日,小雨 /多云,13℃ / 3℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,13,3,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月11日,小雨 /晴,11℃ / 5℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,晴,11,5,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月12日,多云 /阴,15℃ / 10℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,阴,15,10,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月13日,晴 /晴,16℃ / 8℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,16,8,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月14日,小雨 /晴,5℃ / -2℃,北风 3-4级 /无持续风向 ≤3级,小雨,晴,5,-2,北风 3-4级,无持续风向 ≤3级,北风,3-4级,无持续风向,≤3级
2016年12月15日,小雨 /多云,5℃ / -1℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,5,-1,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月19日,中雨 /晴,14℃ / 1℃,无持续风向 ≤3级 /无持续风向 ≤3级,中雨,晴,14,1,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月20日,多云 /多云,15℃ / 2℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,多云,15,2,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月21日,晴 /小雨,12℃ / 6℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,小雨,12,6,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月22日,阴 /阴,12℃ / 3℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,阴,12,3,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月23日,多云 /多云,12℃ / -1℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,多云,12,-1,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月24日,阴 /雨夹雪,10℃ / 0℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,雨夹雪,10,0,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月25日,多云 /小雨,10℃ / 8℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,小雨,10,8,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月26日,小雨 /小雨,10℃ / 6℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,小雨,10,6,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月27日,中雨 /阴,8℃ / -2℃,无持续风向 ≤3级 /无持续风向 ≤3级,中雨,阴,8,-2,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月28日,多云 /多云,6℃ / 2℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,多云,6,2,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月29日,小雨 /多云,4℃ / -1℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,4,-1,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月30日,晴 /多云,9℃ / -2℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,多云,9,-2,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2016年12月31日,小雨 /晴,8℃ / -2℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,晴,8,-2,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月01日,晴 /晴,12℃ / -1℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,12,-1,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月02日,多云 /多云,13℃ / -1℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,多云,13,-1,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月03日,晴 /阴,11℃ / 4℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,阴,11,4,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月04日,多云 /小雨,12℃ / 6℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,小雨,12,6,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月05日,小雨 /小雨,10℃ / 8℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,小雨,10,8,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月06日,中雨 /阴,10℃ / 7℃,东风 3-4级 /无持续风向 ≤3级,中雨,阴,10,7,东风 3-4级,无持续风向 ≤3级,东风,3-4级,无持续风向,≤3级
2017年01月07日,小雨 /小雨,10℃ / 8℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,小雨,10,8,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月08日,中雨 /多云,10℃ / 1℃,无持续风向 ≤3级 /无持续风向 ≤3级,中雨,多云,10,1,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月09日,小雨 /多云,10℃ / -4℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,10,-4,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月10日,多云 /多云,4℃ / -3℃,北风 3-4级 /无持续风向 ≤3级,多云,多云,4,-3,北风 3-4级,无持续风向 ≤3级,北风,3-4级,无持续风向,≤3级
2017年01月11日,多云 /阴,8℃ / -4℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,阴,8,-4,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月12日,阴 /晴,9℃ / 0℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,晴,9,0,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月13日,小雨 /多云,11℃ / -5℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,11,-5,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月14日,小雨 /多云,11℃ / -5℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,11,-5,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月15日,小雨 /阴,4℃ / 0℃,北风 3-4级 /无持续风向 ≤3级,小雨,阴,4,0,北风 3-4级,无持续风向 ≤3级,北风,3-4级,无持续风向,≤3级
2017年01月16日,小雨 /多云,6℃ / -5℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,6,-5,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月17日,小雨 /多云,6℃ / -4℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,6,-4,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月18日,晴 /多云,7℃ / 0℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,多云,7,0,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月19日,小雨 /阴,6℃ / 3℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,阴,6,3,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月20日,小雨 /多云,5℃ / -6℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,5,-6,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月21日,多云 /晴,7℃ / -4℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,晴,7,-4,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月22日,阴 /晴,6℃ / -6℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,晴,6,-6,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月23日,晴 /晴,5℃ / -4℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,5,-4,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月24日,晴 /阴,9℃ / -3℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,阴,9,-3,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月25日,多云 /晴,9℃ / -1℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,晴,9,-1,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月26日,小雨 /阴,13℃ / -1℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,阴,13,-1,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月27日,多云 /阴,8℃ / -1℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,阴,8,-1,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月28日,多云 /阴,8℃ / 0℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,阴,8,0,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月29日,阴 /小雨,16℃ / 4℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,小雨,16,4,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月30日,小雨 /多云,11℃ / -2℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,11,-2,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年01月31日,多云 /阴,8℃ / -1℃,北风 3-4级 /无持续风向 ≤3级,多云,阴,8,-1,北风 3-4级,无持续风向 ≤3级,北风,3-4级,无持续风向,≤3级
2017年02月01日,小雨 /阴,8℃ / 4℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,阴,8,4,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年02月02日,小雨 /阴,11℃ / 2℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,阴,11,2,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年02月03日,阴 /小雨,8℃ / 2℃,无持续风向 ≤3级 /无持续风向 ≤3级,阴,小雨,8,2,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年02月04日,多云 /晴,11℃ / 2℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,晴,11,2,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年02月05日,小雨 /多云,12℃ / -2℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,多云,12,-2,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年02月06日,小雨 /阴,9℃ / -2℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,阴,9,-2,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年02月07日,多云 /阴,8℃ / 1℃,无持续风向 ≤3级 /无持续风向 ≤3级,多云,阴,8,1,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年02月08日,小雨 /阴,9℃ / -1℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,阴,9,-1,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年02月11日,晴 /晴,5℃ / -5℃,北风 3-4级 /无持续风向 ≤3级,晴,晴,5,-5,北风 3-4级,无持续风向 ≤3级,北风,3-4级,无持续风向,≤3级
2017年02月12日,晴 /晴,9℃ / -5℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,9,-5,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年02月13日,晴 /多云,11℃ / -5℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,多云,11,-5,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年02月14日,晴 /阴,13℃ / -3℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,阴,13,-3,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年02月15日,晴 /晴,16℃ / 1℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,晴,16,1,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年02月16日,小雨 /小雨,18℃ / 5℃,无持续风向 ≤3级 /无持续风向 ≤3级,小雨,小雨,18,5,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年02月17日,晴 /多云,14℃ / -2℃,无持续风向 ≤3级 /无持续风向 ≤3级,晴,多云,14,-2,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年02月18日,多云 /晴,10℃ / 0℃,东北风 3-4级 /无持续风向 ≤3级,多云,晴,10,0,东北风 3-4级,无持续风向 ≤3级,东北风,3-4级,无持续风向,≤3级
2017年02月19日,中雨 /多云,13℃ / 3℃,无持续风向 ≤3级 /无持续风向 ≤3级,中雨,多云,13,3,无持续风向 ≤3级,无持续风向 ≤3级,无持续风向,≤3级,无持续风向,≤3级
2017年02月20日,小雨 /阴,22℃ / 6℃,西风 3-4级 /东北风 3-4级,小雨,阴,22,6,西风 3-4级,东北风 3-4级,西风,3-4级,东北风,3-4级
